Four Digit Industries,Year,Capital productivity (2007=100),Capital productivity (percent change),Capital (2007=100),Capital (percent change),Capital costs (Million $),Capital costs (percent change),Capital cost share,Capital cost share (percent change),Capital intensity (2007=100),Capital intensity (percent change),Contribution of capital intensity (2007=100),Contribution of capital intensity (percent change),Labor productivity (2007=100),Labor productivity (percent change),Hours worked (2007=100),Hours worked (percent change),Labor compensation (Million $),Labor compensation (percent change),Labor cost share,Labor cost share (percent change),Hours worked (millions),Hours worked (percent change),Multifactor productivity (2007=100),Multifactor productivity (percent change),Combined inputs (2007=100),Combined inputs (percent change),Combined inputs costs (Million $),Combined inputs costs (percent change),Implicit combined inputs deflator (2007=100),Implicit combined inputs deflator (percent change),Intermediate purchases productivity (2007=100),Intermediate purchases productivity (percent change),Intermediate purchases (2007=100),Intermediate purchases (percent change),Intermediate purchases costs (Million $),Intermediate purchases costs (percent change),Intermediate purchases cost share,Intermediate purchases cost share (percent change),Intermediate purchases to hours ratio (2007=100),Intermediate purchases to hours ratio (percent change),Contribution of intermediate purchases intensity (2007=100),Contribution of intermediate purchases intensity (percent change),Output (2007=100),Output (percent change),Implicit output deflator (2007=100),Implicit output deflator (percent change),Value of production (Million $),Value of production (percent change),Unit labor costs (2007=100),Unit labor costs (percent change),Labor compensation (2007=100),Labor compensation (percent change),Hourly compensation (2007=100),Hourly compensation (percent change),Output per employee (2007=100),Output per employee (percent change),Employment (2007=100),Employment (percent change),Employment (thousands),Employment (percent change)
"1114 - Greenhouse, nursery, and floriculture production",2014,,,,,,,,,,,,,,,85.474,-4,,,,,298.1,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.057,-9.1,163.5,-9.2
"1114 - Greenhouse, nursery, and floriculture production",2015,,,,,,,,,,,,,,,89.121,4.3,,,,,310.822,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.638,15.2,188.5,15.3
"1114 - Greenhouse, nursery, and floriculture production",2016,,,,,,,,,,,,,,,76.251,-14.4,,,,,265.934,-14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.103,-20,150.8,-20
"1114 - Greenhouse, nursery, and floriculture production",2017,,,,,,,,,,,,,,,79.787,4.6,,,,,278.265,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.079,6.1,159.9,6
"1114 - Greenhouse, nursery, and floriculture production",2018,,,,,,,,,,,,,,,91.702,14.9,,,,,319.822,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.355,17.5,187.9,17.5
"1114 - Greenhouse, nursery, and floriculture production",2019,,,,,,,,,,,,,,,94.371,2.9,,,,,329.13,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.776,2.4,192.4,2.4
1119 - Other crop farming,1987,,,,,,,,,,,,,,,136.121,,,,,,1020.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.571,,823.6,
1119 - Other crop farming,1988,,,,,,,,,,,,,,,134.462,-1.2,,,,,1008.408,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.049,-0.5,819.4,-0.5
1119 - Other crop farming,1989,,,,,,,,,,,,,,,133.876,-0.4,,,,,1004.013,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.539,-1.5,807.3,-1.5
1119 - Other crop farming,1990,,,,,,,,,,,,,,,127.928,-4.4,,,,,959.406,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.84,-1.7,793.7,-1.7
1119 - Other crop farming,1991,,,,,,,,,,,,,,,129.041,0.9,,,,,967.748,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.447,-0.4,790.5,-0.4
1119 - Other crop farming,1992,,,,,,,,,,,,,,,126.449,-2,,,,,948.315,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.231,-1.2,780.8,-1.2
1119 - Other crop farming,1993,,,,,,,,,,,,,,,121.266,-4.1,,,,,909.439,-4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.303,0.1,781.3,0.1
1119 - Other crop farming,1994,,,,,,,,,,,,,,,112.697,-7.1,,,,,845.176,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.123,-0.2,779.9,-0.2
1119 - Other crop farming,1995,,,,,,,,,,,,,,,118.332,5,,,,,887.436,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.303,3.3,805.4,3.3
1119 - Other crop farming,1996,,,,,,,,,,,,,,,116.451,-1.6,,,,,873.335,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.08,-1.2,795.6,-1.2
1119 - Other crop farming,1997,,,,,,,,,,,,,,,110.932,-4.7,,,,,831.943,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,-7.1,738.8,-7.1
1119 - Other crop farming,1998,,,,,,,,,,,,,,,124.743,12.4,,,,,935.514,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.292,12.3,829.4,12.3
1119 - Other crop farming,1999,,,,,,,,,,,,,,,124.704,0,,,,,935.226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.687,-2.5,808.5,-2.5
1119 - Other crop farming,2000,,,,,,,,,,,,,,,102.154,-18.1,,,,,766.109,-18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.307,-10.3,725.2,-10.3
1119 - Other crop farming,2001,,,,,,,,,,,,,,,107.204,4.9,,,,,803.985,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.499,3.5,750.8,3.5
1119 - Other crop farming,2002,,,,,,,,,,,,,,,93.852,-12.5,,,,,703.851,-12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.35,-5.5,709.4,-5.5
1119 - Other crop farming,2003,,,,,,,,,,,,,,,84.513,-10,,,,,633.809,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.595,-11,631.1,-11
1119 - Other crop farming,2004,,,,,,,,,,,,,,,104.808,24,,,,,786.014,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.462,11.3,702.3,11.3
1119 - Other crop farming,2005,,,,,,,,,,,,,,,95.692,-8.7,,,,,717.649,-8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.86,2.7,721.6,2.7
1119 - Other crop farming,2006,,,,,,,,,,,,,,,102.666,7.3,,,,,769.952,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.886,10,794,10
1119 - Other crop farming,2007,,,,,,,,,,,,,,,100,-2.6,,,,,749.956,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1.1,803,1.1
1119 - Other crop farming,2008,,,,,,,,,,,,,,,99.536,-0.5,,,,,746.474,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.68,6.7,856.6,6.7
1119 - Other crop farming,2009,,,,,,,,,,,,,,,102.049,2.5,,,,,765.323,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.198,9.9,941.1,9.9
1119 - Other crop farming,2010,,,,,,,,,,,,,,,100.568,-1.5,,,,,754.214,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.58,0.3,944.2,0.3
1119 - Other crop farming,2011,,,,,,,,,,,,,,,91.736,-8.8,,,,,687.98,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.131,-13.1,820.1,-13.1
1119 - Other crop farming,2012,,,,,,,,,,,,,,,99.531,8.5,,,,,746.437,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91,-2.2,802.3,-2.2
1119 - Other crop farming,2013,,,,,,,,,,,,,,,133.173,33.8,,,,,998.735,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.554,26.7,1016.2,26.7
1119 - Other crop farming,2014,,,,,,,,,,,,,,,116.004,-12.9,,,,,869.979,-12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.139,-14.6,868.3,-14.6
1119 - Other crop farming,2015,,,,,,,,,,,,,,,109.034,-6,,,,,817.707,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.878,-3.9,834.1,-3.9
1119 - Other crop farming,2016,,,,,,,,,,,,,,,106.89,-2,,,,,801.631,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.672,2.7,856.6,2.7
1119 - Other crop farming,2017,,,,,,,,,,,,,,,113.006,5.7,,,,,847.498,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.998,-5.3,811,-5.3
1119 - Other crop farming,2018,,,,,,,,,,,,,,,109.104,-3.5,,,,,818.23,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.587,2.6,831.8,2.6
1119 - Other crop farming,2019,,,,,,,,,,,,,,,114.851,5.3,,,,,861.329,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.786,5,873.5,5
1121 - Cattle ranching and farming,1987,,,,,,,,,,,,,,,154.18,,,,,,2788.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.473,,1645.7,
1121 - Cattle ranching and farming,1988,,,,,,,,,,,,,,,149.634,-2.9,,,,,2705.828,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.721,-1.4,1623.5,-1.3
1121 - Cattle ranching and farming,1989,,,,,,,,,,,,,,,146.99,-1.8,,,,,2658.003,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.92,-2.2,1587.9,-2.2
1121 - Cattle ranching and farming,1990,,,,,,,,,,,,,,,141.432,-3.8,,,,,2557.515,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.957,-2.4,1550.2,-2.4
1121 - Cattle ranching and farming,1991,,,,,,,,,,,,,,,140.736,-0.5,,,,,2544.918,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.951,-1.6,1524.7,-1.6
1121 - Cattle ranching and farming,1992,,,,,,,,,,,,,,,136.032,-3.3,,,,,2459.861,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.84,-1.8,1497.9,-1.8
1121 - Cattle ranching and farming,1993,,,,,,,,,,,,,,,132.562,-2.6,,,,,2397.104,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.213,-0.5,1489.9,-0.5
1121 - Cattle ranching and farming,1994,,,,,,,,,,,,,,,123.474,-6.9,,,,,2232.766,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.393,-0.7,1479.5,-0.7
1121 - Cattle ranching and farming,1995,,,,,,,,,,,,,,,126.597,2.5,,,,,2289.251,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.382,2.6,1517.5,2.6
1121 - Cattle ranching and farming,1996,,,,,,,,,,,,,,,119.165,-5.9,,,,,2154.851,-5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.463,-1.6,1493.1,-1.6
1121 - Cattle ranching and farming,1997,,,,,,,,,,,,,,,116.974,-1.8,,,,,2115.231,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.667,-0.7,1482.9,-0.7
1121 - Cattle ranching and farming,1998,,,,,,,,,,,,,,,113.539,-2.9,,,,,2053.128,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.127,-5.6,1399.8,-5.6
1121 - Cattle ranching and farming,1999,,,,,,,,,,,,,,,126.815,11.7,,,,,2293.187,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.372,12.9,1580.9,12.9
1121 - Cattle ranching and farming,2000,,,,,,,,,,,,,,,124.496,-1.8,,,,,2251.254,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.401,-4,1517.7,-4
1121 - Cattle ranching and farming,2001,,,,,,,,,,,,,,,109.895,-11.7,,,,,1987.221,-11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.871,-8.8,1383.9,-8.8
1121 - Cattle ranching and farming,2002,,,,,,,,,,,,,,,104.496,-4.9,,,,,1889.604,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.676,-3.9,1330.5,-3.9
1121 - Cattle ranching and farming,2003,,,,,,,,,,,,,,,105.598,1.1,,,,,1909.526,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.06,1.3,1348.1,1.3
1121 - Cattle ranching and farming,2004,,,,,,,,,,,,,,,112.051,6.1,,,,,2026.208,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.376,-1.6,1326.7,-1.6
1121 - Cattle ranching and farming,2005,,,,,,,,,,,,,,,107.341,-4.2,,,,,1941.045,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.267,-0.1,1325.3,-0.1
1121 - Cattle ranching and farming,2006,,,,,,,,,,,,,,,108.076,0.7,,,,,1954.338,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.409,0.1,1327.1,0.1
1121 - Cattle ranching and farming,2007,,,,,,,,,,,,,,,100,-7.5,,,,,1808.295,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-4.2,1271.1,-4.2
1121 - Cattle ranching and farming,2008,,,,,,,,,,,,,,,100.812,0.8,,,,,1822.977,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.879,6.9,1358.5,6.9
1121 - Cattle ranching and farming,2009,,,,,,,,,,,,,,,96.491,-4.3,,,,,1744.85,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.002,-4.6,1296.5,-4.6
1121 - Cattle ranching and farming,2010,,,,,,,,,,,,,,,97.349,0.9,,,,,1760.356,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.825,2.8,1332.4,2.8
1121 - Cattle ranching and farming,2011,,,,,,,,,,,,,,,100.284,3,,,,,1813.433,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.516,9.2,1455.6,9.2
1121 - Cattle ranching and farming,2012,,,,,,,,,,,,,,,84.432,-15.8,,,,,1526.78,-15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.944,-19.7,1168.7,-19.7
1121 - Cattle ranching and farming,2013,,,,,,,,,,,,,,,112.589,33.3,,,,,2035.934,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.632,38.8,1622.3,38.8
1121 - Cattle ranching and farming,2014,,,,,,,,,,,,,,,102.93,-8.6,,,,,1861.274,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.408,-18.2,1327.1,-18.2
1121 - Cattle ranching and farming,2015,,,,,,,,,,,,,,,98.626,-4.2,,,,,1783.45,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.273,0.8,1338.1,0.8
1121 - Cattle ranching and farming,2016,,,,,,,,,,,,,,,94.016,-4.7,,,,,1700.084,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.525,-7.4,1239.6,-7.4
1121 - Cattle ranching and farming,2017,,,,,,,,,,,,,,,96.059,2.2,,,,,1737.033,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.653,4.2,1292.1,4.2
1121 - Cattle ranching and farming,2018,,,,,,,,,,,,,,,91.804,-4.4,,,,,1660.095,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.605,0.9,1304.2,0.9
1121 - Cattle ranching and farming,2019,,,,,,,,,,,,,,,89.615,-2.4,,,,,1620.506,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.857,-3.7,1256.6,-3.6
1122 - Hog and pig farming,1987,,,,,,,,,,,,,,,396.487,,,,,,407.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.743,,215,
1122 - Hog and pig farming,1988,,,,,,,,,,,,,,,377.162,-4.9,,,,,387.931,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.375,-3.8,206.9,-3.8
1122 - Hog and pig farming,1989,,,,,,,,,,,,,,,363.256,-3.7,,,,,373.627,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.357,-4.7,197.1,-4.7
1122 - Hog and pig farming,1990,,,,,,,,,,,,,,,342.161,-5.8,,,,,351.93,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.126,-5,187.2,-5
1122 - Hog and pig farming,1991,,,,,,,,,,,,,,,332.849,-2.7,,,,,342.353,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.745,-4.4,179.1,-4.3
1122 - Hog and pig farming,1992,,,,,,,,,,,,,,,313.937,-5.7,,,,,322.901,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.897,-4.7,170.6,-4.7
1122 - Hog and pig farming,1993,,,,,,,,,,,,,,,291.552,-7.1,,,,,299.876,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.288,-7,158.7,-7
1122 - Hog and pig farming,1994,,,,,,,,,,,,,,,259.53,-11,,,,,266.94,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.663,-7.5,146.7,-7.6
1122 - Hog and pig farming,1995,,,,,,,,,,,,,,,248.759,-4.2,,,,,255.862,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.089,-4.8,139.7,-4.8
1122 - Hog and pig farming,1996,,,,,,,,,,,,,,,221.479,-11,,,,,227.803,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.757,-9.3,126.7,-9.3
1122 - Hog and pig farming,1997,,,,,,,,,,,,,,,165.984,-25.1,,,,,170.723,-25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.117,-18.6,103.1,-18.6
1122 - Hog and pig farming,1998,,,,,,,,,,,,,,,209.525,26.2,,,,,215.507,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.886,14.1,117.6,14.1
1122 - Hog and pig farming,1999,,,,,,,,,,,,,,,161.636,-22.9,,,,,166.251,-22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.31,-27.8,84.9,-27.8
1122 - Hog and pig farming,2000,,,,,,,,,,,,,,,136.206,-15.7,,,,,140.095,-15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.532,-14.2,72.9,-14.1
1122 - Hog and pig farming,2001,,,,,,,,,,,,,,,124.237,-8.8,,,,,127.785,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.415,-9.3,66.1,-9.3
1122 - Hog and pig farming,2002,,,,,,,,,,,,,,,114.13,-8.1,,,,,117.388,-8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.546,3.8,68.6,3.8
1122 - Hog and pig farming,2003,,,,,,,,,,,,,,,87.72,-23.1,,,,,90.225,-23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.708,-27.4,49.8,-27.4
1122 - Hog and pig farming,2004,,,,,,,,,,,,,,,118.433,35,,,,,121.814,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.689,46.5,73,46.6
1122 - Hog and pig farming,2005,,,,,,,,,,,,,,,96.654,-18.4,,,,,99.413,-18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.038,-24.8,54.9,-24.8
1122 - Hog and pig farming,2006,,,,,,,,,,,,,,,80.646,-16.6,,,,,82.949,-16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.019,-18.9,44.5,-18.9
1122 - Hog and pig farming,2007,,,,,,,,,,,,,,,100,24,,,,,102.855,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37,61,37.1
1122 - Hog and pig farming,2008,,,,,,,,,,,,,,,87.897,-12.1,,,,,90.407,-12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.817,-15.2,51.7,-15.2
1122 - Hog and pig farming,2009,,,,,,,,,,,,,,,81.304,-7.5,,,,,83.625,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.422,-1.6,50.9,-1.5
1122 - Hog and pig farming,2010,,,,,,,,,,,,,,,95.285,17.2,,,,,98.005,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.188,15.3,58.6,15.1
1122 - Hog and pig farming,2011,,,,,,,,,,,,,,,68.151,-28.5,,,,,70.097,-28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.551,-33.9,38.7,-34
1122 - Hog and pig farming,2012,,,,,,,,,,,,,,,80.734,18.5,,,,,83.04,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.946,21.1,46.9,21.2
1122 - Hog and pig farming,2013,,,,,,,,,,,,,,,85.017,5.3,,,,,87.444,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.095,19.7,56.1,19.6
1122 - Hog and pig farming,2014,,,,,,,,,,,,,,,82.97,-2.4,,,,,85.339,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.012,-13.1,48.8,-13
1122 - Hog and pig farming,2015,,,,,,,,,,,,,,,86.844,4.7,,,,,89.324,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.366,19.2,58.1,19.1
1122 - Hog and pig farming,2016,,,,,,,,,,,,,,,80.503,-7.3,,,,,82.801,-7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.563,-13.4,50.3,-13.4
1122 - Hog and pig farming,2017,,,,,,,,,,,,,,,81.955,1.8,,,,,84.295,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.876,6.4,53.6,6.6
1122 - Hog and pig farming,2018,,,,,,,,,,,,,,,84.114,2.6,,,,,86.515,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.493,13.2,60.7,13.2
1122 - Hog and pig farming,2019,,,,,,,,,,,,,,,82.585,-1.8,,,,,84.943,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.002,-3.5,58.5,-3.6
1123 - Poultry and egg production,1987,,,,,,,,,,,,,,,83.539,,,,,,197.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.532,,94.2,
1123 - Poultry and egg production,1988,,,,,,,,,,,,,,,81.105,-2.9,,,,,191.29,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.522,-1.4,92.9,-1.4
1123 - Poultry and egg production,1989,,,,,,,,,,,,,,,80.325,-1,,,,,189.451,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.788,-2.4,90.7,-2.4
1123 - Poultry and egg production,1990,,,,,,,,,,,,,,,77.319,-3.7,,,,,182.359,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.928,-2.6,88.3,-2.6
1123 - Poultry and egg production,1991,,,,,,,,,,,,,,,77.489,0.2,,,,,182.762,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.154,-1.1,87.3,-1.1
1123 - Poultry and egg production,1992,,,,,,,,,,,,,,,75.247,-2.9,,,,,177.472,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.599,-2.3,85.3,-2.3
1123 - Poultry and egg production,1993,,,,,,,,,,,,,,,77.251,2.7,,,,,182.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.324,2.6,87.5,2.6
1123 - Poultry and egg production,1994,,,,,,,,,,,,,,,75.544,-2.2,,,,,178.175,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.788,2.1,89.4,2.2
1123 - Poultry and egg production,1995,,,,,,,,,,,,,,,80.468,6.5,,,,,189.788,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.787,5.7,94.5,5.7
1123 - Poultry and egg production,1996,,,,,,,,,,,,,,,79.097,-1.7,,,,,186.554,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.343,0.8,95.3,0.8
1123 - Poultry and egg production,1997,,,,,,,,,,,,,,,72.205,-8.7,,,,,170.298,-8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.441,-2.6,92.8,-2.6
1123 - Poultry and egg production,1998,,,,,,,,,,,,,,,77.637,7.5,,,,,183.11,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.482,0.1,92.9,0.1
1123 - Poultry and egg production,1999,,,,,,,,,,,,,,,85.64,10.3,,,,,201.986,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.497,12.4,104.4,12.4
1123 - Poultry and egg production,2000,,,,,,,,,,,,,,,70.935,-17.2,,,,,167.302,-17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.449,-16,87.7,-16
1123 - Poultry and egg production,2001,,,,,,,,,,,,,,,75.993,7.1,,,,,179.233,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.773,12.2,98.4,12.2
1123 - Poultry and egg production,2002,,,,,,,,,,,,,,,78.452,3.2,,,,,185.033,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.877,-3.8,94.7,-3.8
1123 - Poultry and egg production,2003,,,,,,,,,,,,,,,67.9,-13.5,,,,,160.145,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.242,-2.2,92.6,-2.2
1123 - Poultry and egg production,2004,,,,,,,,,,,,,,,75.012,10.5,,,,,176.919,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.417,-1.1,91.5,-1.2
1123 - Poultry and egg production,2005,,,,,,,,,,,,,,,86.405,15.2,,,,,203.789,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.993,13.4,103.8,13.4
1123 - Poultry and egg production,2006,,,,,,,,,,,,,,,78.347,-9.3,,,,,184.784,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51,-12.9,90.3,-13
1123 - Poultry and egg production,2007,,,,,,,,,,,,,,,100,27.6,,,,,235.854,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,41.8,128.1,41.9
1123 - Poultry and egg production,2008,,,,,,,,,,,,,,,91.659,-8.3,,,,,216.181,-8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.525,-1.5,126.2,-1.5
1123 - Poultry and egg production,2009,,,,,,,,,,,,,,,82.606,-9.9,,,,,194.83,-9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.954,-3.6,121.7,-3.6
1123 - Poultry and egg production,2010,,,,,,,,,,,,,,,80.335,-2.7,,,,,189.474,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.034,-7.3,112.8,-7.3
